"Schedule (Fall 2026)
04/05,Gonzalo Mena (3:30--5pm to accommodate Gelman),Multivariate Symmetry: Distribution-Free Testing via Optimal Transport,"Sign and rank statistics have been widely studied because they enable flexible and powerful non-parametric testing on a number of problems. I will focus on testing for symmetry. In the one-dimensional case, the null hypothesis is H0: X=-X, for which the so-called sign test and Wilcoxon's absolute sum-rank tests are known to enjoy distribution-freeness under the null and remarkable asymptotic efficiency properties, regardless of their non-parametric nature. Unfortunately, it is not fully clear how the notion of rank and sign can be extended to the multidimensional case.

In this discussion, I will present the work by Huang and Sen (2023). I will comment on different notions of symmetry that appear in the multidimensional case and how the mathematical framework of optimal transportation can be leveraged to develop natural extensions of the sign and rank statistics, which, in turn, are used as natural statistics for testing for symmetry in the multidimensional case. Remarkably, the nice asymptotic properties of such tests are retained in the multidimensional case, suggesting that the proposed framework adds up to a natural extension.

The discussion will consist of an introductory commentary on the efficiency of sign-rank tests in the one-dimensional case (mostly from Van der Vaart's book) and elementary results on optimal transportation, followed by an exposition of the main results in Huang and Sen.

Huang, Zhen, and Bodhisattva Sen. ""Multivariate symmetry: Distribution-free testing via optimal transport."" arXiv preprint arXiv:2305.01839 (2023).
https://arxiv.org/pdf/2305.01839.pdf",
04/12,James Leiner (3--4pm to accommodate Fienberg lecture),Optimal Conditional Inference in Adaptive Experiments,"We study batched bandit experiments and consider the problem of inference
conditional on the realized stopping time, assignment probabilities, and target parameter,
where all of these may be chosen adaptively using information up to the last batch of the
experiment. Absent further restrictions on the experiment, we show that inference using
only the results of the last batch is optimal. When the adaptive aspects of the experiment
are known to be location-invariant, in the sense that they are unchanged when we shift all
batch-arm means by a constant, we show that there is additional information in the data,
captured by one additional linear function of the batch-arm means. In the more restrictive
case where the stopping time, assignment probabilities, and target parameter are known to
depend on the data only through a collection of polyhedral events, we derive computationally
tractable and optimal conditional inference procedures.Talk will be based on: https://arxiv.org/pdf/2309.12162.pdf. ",
04/19,Sangmin Park,Geometry and analytic properties of the sliced Wasserstein space,"The sliced Wasserstein metric (SW) compares probability measures on Rd by taking averages of the Wasserstein distances between projections of the measures to lines. The distance has found a range of applications in statistics and machine learning, as it is easier to approximate and compute than the Wasserstein distance in high dimensions. 

This talk will focus on analytic properties of the sliced Wasserstein distance related to its statistical properties. Namely, when the measures considered are ``nice'' then the SW metric is comparable to the (homogeneous) negative Sobolev norm H˙−(d+1)/2. In particular, this is connected to the parametric finite sample approximation rate noted by Manole, Balakrishnan, and Wasserman '22. This allows us to view SW as a `curved' version of Maximum Mean Discrepancy.

This talk is based on a joint work with Dejan Slepcev.
https://arxiv.org/abs/2311.05134",
04/26,Tudor Manole,Some recent results on the mixture NPMLE,"The MLE is perhaps the most common estimator for fitting finite mixture models, but it presents significant computational challenges due to the lack of convexity of the space of mixing measures with a bounded number of components. An appealing alternative is the nonparametric maximum likelihood estimator (NPMLE), which maximizes the likelihood over the convex set of all mixing measures, including those which are not finite. Beyond its computational tractability, the mixture NPMLE is appealing in that is a completely tuning-parameter free estimator, unlike other tractable estimators  like the method of moments.  

In this talk, I will present a few recent results on the mixture NPMLE. I will spend most of my time discussing paper [1], which proves (very surprisingly) that this estimator performs a form of automatic model selection: with high probability, the NPMLE is supported on a set which is finite, and whose cardinality grows logarithmically with the sample size. I will then explain how this result can be used to re-derive known convergence rates for the NPMLE in Hellinger distance. If time permits, I will close with a broader discussion on open questions about the minimax rate for estimating a mixture density in Hellinger distance, in particular making references to paper [2]. 

 [1] https://arxiv.org/pdf/2008.08244.pdf
 [2] https://proceedings.mlr.press/v195/jia23a/jia23a.pdf",
05/24,Madalina Fiterau (UMass Amherst),,,
,,,,
"Schedule (Fall 2023)

Location: GHC 8102 (and NSH 4305 for Sept 21 only).",,,,
Date,Speaker,Paper title,Abstract,
09/07,James Carzon,Empirical risk minimization and complexity of dynamical models,"A dynamical model consists of a continuous self-map of a compact state space and a continuous observation function. In this talk, I will start by surveying some interesting general problems of statistical inference for dynamical systems (cf. [1]). My focus will be on translating some central concepts in the study of real-valued dynamical systems to familiar statistical settings. Then I will highlight some results on the consistency of parameter estimation under dynamical models (cf. [2]). [1] https://projecteuclid.org/journals/statistics-surveys/volume-9/issue-none/Statistical-inference-for-dynamical-systems-A-review/10.1214/15-SS111.full [2] https://projecteuclid.org/journals/annals-of-statistics/volume-48/issue-4/Empirical-risk-minimization-and-complexity-of-dynamical-models/10.1214/19-AOS1876.full ",
09/14,Ian Waudby-Smith,Principal-agent hypothesis testing,"Consider the relationship between a regulator (the principal) and a pharmaceutical company (the
agent). The pharmaceutical company wishes to sell a drug for profit, whereas the regulator wishes to
allow only efficacious drugs to be marketed. The efficacy of the drug is not known to the regulator, so the
pharmaceutical company must run a costly trial to prove efficacy to the regulator. Critically, the statistical protocol used to establish efficacy affects the behavior of a strategic, self-interested pharmaceutical
company; a lower standard of statistical evidence incentivizes the pharmaceutical company to run more
trials for drugs that are less likely to be effective, since the drug may pass the trial by chance, resulting
in large profits. The interaction between the statistical protocol and the incentives of the pharmaceutical
company is crucial for understanding this system and designing protocols with high social utility. In this
work, we discuss how the principal and agent can enter into a contract with payoffs based on statistical
evidence. When there is stronger evidence for the quality of the product, the principal allows the agent
to make a larger profit. We show how to design contracts that are robust to an agent’s strategic actions,
and derive the optimal contract in the presence of strategic behavior.",
09/21,No meeting,,,
09/28,Hongjian Wang,Some topics on Gaussian and subGaussian SPRTs,"The sequential probability ratio test (SPRT), also known as the likelihood ratio test (LRT), was first developed by Wald in the 40s. In its modern incarnation it says that the probability ratio process dQ/dP(X1, ..., Xn) under the null P is a non-negative martingale, hence an e-process, which satisfies Ville's inequality. I will chiefly focus on the case when P and Q are both Gaussian, and cover the following very interconnected topics: (1) Growth and shrinkage (2) mixtures (proper and improper, which leads to interesting ""non-integrable"" martingales and maximal inequalities) (3) Confidence sequences (4) large, nonparametric, non-iid nulls. In particular, results from the following two papers will be mentioned: [1] Section 3.2 of https://arxiv.org/abs/2203.04485 [2] Sections 5-6 of https://arxiv.org/abs/2304.01163",
10/05,Alex Shen,Representer Point Selection for Explaining Deep Neural Networks,"Understanding the relationship between training data and model outputs is a key challenge for model interpretability. I will start with a brief overview of training data influence analysis methods as categorized by [1], commenting on the challenges particular to deep neural network (and other black box) models. I will then share a proposed method [2] for estimating the influence of particular training points on the prediction of a new test point for neural network models. This approach draws on the famous representer theorem and a clever partitioning of the layers of the neural network. [1] https://arxiv.org/pdf/2212.04612.pdf [2] https://arxiv.org/pdf/1811.09720.pdf ",
10/12,Siddhaarth,Post-selection Inference for Conformal Prediction: Trading off Coverage for Precision,"Conformal inference has played a pivotal role in providing uncertainty quantification for black-box ML prediction algorithms with finite sample guarantees. Traditionally, conformal prediction inference requires a data-independent specification of miscoverage level. In practical applications, one might want to update the miscoverage level after computing the prediction set. For example, in the context of binary classification, the analyst might start with a 95% prediction sets and see that most prediction sets contain all outcome classes. Prediction sets with both classes being undesirable, the analyst might desire to consider, say 80% prediction set. Construction of prediction sets that guarantee coverage with data-dependent miscoverage level can be considered as a post-selection inference problem. In this work, we develop simultaneous conformal inference to account for data-dependent miscoverage levels. Under the assumption of independent and identically distributed observations, our proposed methods have a finite sample simultaneous guarantee over all miscoverage levels. This allows practitioners to trade freely coverage probability for the quality of the prediction set by any criterion of their choice (say size of prediction set) while maintaining the finite sample guarantees similar to traditional conformal inference. I shall explain the background topics briefly (conformal inference and confidence bands for CDF) and arrive at the proposed method. [1] https://arxiv.org/abs/2304.06158",
10/19,No meeting (Fall Break),,,
10/26,Richard Zhu,Isotonic Distributional Regression,"Isotonic distributional regression (IDR) is a nonparametric technique for the estimation of conditional distributions under order restrictions within the covariate space. It is a natural generalization of estimating single-valued functional such as isotonic regression/isotonic quantile regression. I will start with defining IDR in terms of its uniqueness and optimality with respect to the continuous ranked probability score (CRPS). Then I will talk about its universality in the sense that it is also optimal with respect to a broader class of proper scoring rules. Finally, I will discuss its uniform consistency if time permits. The results are mainly based on the following papers: [1] https://arxiv.org/abs/1909.03725 and [2] https://link.springer.com/article/10.1007/s10463-021-00808-0 ",
11/02,Neil Xu,Beyond Neyman Pearson with e-values,"A standard practice in statistical hypothesis testing is to mention the p-value alongside the accept/reject decision. We show the advantages of mentioning an e-value instead. With p-values, we cannot use an extreme observation (e.g. p≪α) for getting better frequentist decisions. With e-values it is straightforward, since they provide Type-I risk control in a generalized Neyman-Pearson setting with the decision task (a general loss function) determined post-hoc, after observation of the data -- thereby providing a handle on `roving α's'. When Type-II risks are taken into consideration, the only admissible decision rules in the post-hoc setting turn out to be e-value-based. Similarly, if the loss incurred when specifying a faulty confidence interval is not fixed in advance, standard confidence intervals and distributions may fail whereas e-confidence sets and e-posteriors still provide valid risk guarantees.
Relevant papers: https://arxiv.org/abs/2205.00901 , https://arxiv.org/abs/2301.01335",
11/09,Bharath Sriperumbudur (Faculty visitor from Penn State Statistics),Spectral Regularized Kernel Two-Sample Tests,"Over the last decade, an approach that has gained a lot of popularity to tackle non-parametric testing problems on general (i.e., non-Euclidean) domains is based on the notion of reproducing kernel Hilbert space (RKHS) embedding of probability distributions. The main goal of our work is to understand the optimality of two-sample tests constructed based on this approach. First, we show that the popular MMD (maximum mean discrepancy) two-sample test is not optimal in terms of the separation boundary measured in Hellinger distance. Second, we propose a modification to the MMD test based on spectral regularization by taking into account the covariance information (which is not captured by the MMD test) and prove the proposed test to be minimax optimal with a smaller separation boundary than that achieved by the MMD test. Third, we propose an adaptive version of the above test which involves a data-driven strategy to choose the regularization parameter and show the adaptive test to be almost minimax optimal up to a logarithmic factor. Moreover, our results hold for the permutation variant of the test where the test threshold is chosen elegantly through the permutation of the samples. Through numerical experiments on synthetic and real-world data, we demonstrate the superior performance of the proposed test in comparison to the MMD test. 

Relevant paper: https://arxiv.org/abs/2212.09201 ",
11/16,Woonyoung Chang,Inference for Projection Parameters in Linear Regression: beyond d=o(n^{1/2}),"We consider the problem of inference for projection parameters in linear regression with increasing dimensions. This problem has been studied under a variety of assumptions in the literature. The classical asymptotic normality result for the least squares estimator of the projection parameter only holds when the dimension $d$ of the covariates is of smaller order than $n^{1/2}$, where $n$ is the sample size. Traditional sandwich estimator-based Wald intervals are asymptotically valid in this regime. In this work, we propose a bias correction for the least squares estimator and prove the asymptotic normality of the resulting debiased estimator as long as $d = o(n^{2/3})$, with an explicit bound on the rate of convergence to normality. We leverage recent methods of statistical inference that do not require an estimator of the variance to perform asymptotically valid statistical inference. https://arxiv.org/abs/2007.09751 https://arxiv.org/abs/2307.00795 ",
11/23,No meeting (Thanksgiving),,,
11/30,Lucas Kania,Minimax optimal testing by classification,"We will introduce the minimax framework for hypothesis testing, some basic tricks of the trade, and discuss the paper ""Minimax optimal testing by classification"" by 
Gerber, Han, and Polyanskiy [1]. In this work, the authors study the effectiveness of learned classifiers for deciding if two distributions are equal or far apart in the total variation distance. 

We aim to make the presentation self-contained; hence, no previous knowledge about minimax hypothesis testing will be assumed.

[1] https://proceedings.mlr.press/v195/gerber23a.html",
12/07,,,,
12/14,No meeting (Thanksgiving),,,
12/21,,,,
12/28,,,,
,,,,
,,,,
Schedule (Spring 2023),,,,
01/30,Ben Chugg,Continuous Prediction with Experts’ Advice,"Prediction with experts’ advice is one of the most fundamental problems in online learning and captures many of its technical challenges. A recent line of work has looked at online learning through the lens of differential equations and continuous-time analysis. This viewpoint has yielded optimal results for several problems in online learning. In this paper, we employ continuous-time stochastic calculus in order to study the discrete-time experts’ problem. We use these tools to design a continuous-time, parameter free algorithm with improved guarantees on the quantile regret. We then develop an analogous discrete-time algorithm with a very similar analysis and identical quantile regret bounds. Finally, we design an anytime continuous-time algorithm with regret matching the optimal fixed-time rate when the gains are independent Brownian motions; in many settings, this is the most difficult case. This gives some evidence that, even with adversarial gains, the optimal anytime and fixed-time regrets may coincide.  https://arxiv.org/pdf/2206.00236.pdf",
02/06,Diego Martinez-Taboada,Higher-order Kernel Mean Embeddings to Capture Filtrations of Stochastic Processes ,"Stochastic processes are random variables with values in some space of paths. However, reducing a stochastic process to a path-valued random variable ignores its filtration, i.e. the flow of information carried by the process through time. By conditioning the process on its filtration, we introduce a family of higher order kernel mean embeddings (KMEs) that generalizes the notion of KME and captures additional information related to the filtration. We derive empirical estimators for the associated higher order maximum mean discrepancies (MMDs) and prove consistency. We then construct a filtration-sensitive kernel two-sample test able to pick up information that gets missed by the standard MMD test. In addition, leveraging our higher order MMDs we construct a family of universal kernels on stochastic processes that allows to solve real-world calibration and optimal stopping problems in quantitative finance (such as the pricing of American options) via classical kernel-based regression methods. Finally, adapting existing tests for conditional independence to the case of stochastic processes, we design a causal- discovery algorithm to recover the causal graph of structural dependencies among interacting bodies solely from observations of their multidimensional trajectories.
https://arxiv.org/abs/2109.03582",
02/13,Beomjo Park,Median-of-Means,"I will recall the median-of-means (MoM) principle for estimating mean and risk minimizers (cf. [1,2]). The estimators based on MoM provide robustness under heavy-tailed distributions and adversarial contamination. These estimators achieve an optimal rate of convergence in certain models with weak assumptions. We'll discuss applications of the MoM principle and compare them with alternative approaches such as trimming.
https://doi.org/10.1007/s10208-019-09427-x ; https://doi.org/10.1214/19-AOS1828",
02/20,Tijana Zrnic (Berkeley),Locally Simultaneous Inference,"I will begin the talk with an overview of selective inference, which is the problem of giving valid answers to statistical questions chosen in a data-driven manner. I will describe a standard solution to selective inference called simultaneous inference, which delivers valid answers to the set of all questions that could possibly have been asked. Then, I will describe a less conservative solution that we call locally simultaneous inference, which only answers those questions that could plausibly have been asked in light of the observed data, all the while preserving rigorous type I error guarantees. For example, if the objective is to construct a confidence interval for the “winning” treatment effect in a clinical trial with multiple treatments, and it is obvious in hindsight that only one treatment had a chance to win, then locally simultaneous inference will return an interval that is nearly the same as the uncorrected, standard interval. Based on joint work with Will Fithian. No prior knowledge of selective inference will be assumed. Link to paper: https://arxiv.org/pdf/2212.09009.pdf",
02/27,Aaditya Ramdas,"A short tutorial on negative dependence, with applications to multiple testing","What does it mean for a vector of random variables to be ""negatively dependent""? We'll look at various definitions from the literature, and examples of when they arise (multinomials, permutations, sampling without replacement, tournaments). This will be based on some recent work with Ziyu Chi and Ruodu Wang https://arxiv.org/pdf/2212.09706.pdf, which proves the first known (and possibly surprising) results for multiple testing under negative dependence. We'll end with a few ripe open problems.",
03/06,No meeting (spring break),,,
03/13,Yuchen Chen,Permutation tests for conditional independence,"We look at a couple ways to test for conditional independence, whether X is independent of Y conditional on a variable Z, using permutations. We first consider the case under the model X framework where the conditional distribution of X given Z is known. In this case, by putting a distribution over possible permutations, we can form exchangeable test statistics for a valid finite sample test. In the case where the distribution of X given Z is unknown, we will look at local permutation tests which involves binning the variable Z and shuffling within the bins. This procedure relies on the condition that the distribution of X and y conditioned on Z cannot change much with respect to small perturbations in Z. This is characterized through smoothness assumptions. We will discuss the validity of this procedure under these smoothness assumptions. https://arxiv.org/pdf/1807.05405.pdf, https://arxiv.org/pdf/2112.11666.pdf ",
03/20,Sasha Podkopaev,Sequential Kernelized Independence Testing,"Independence testing is a fundamental and classical statistical problem that has been extensively studied in the batch setting when one fixes the sample size before collecting data. Instead of sticking to a prespecified sample size, well-designed sequential tests (a) allow stopping earlier on easy tasks (and later on harder tasks), hence making better use of available resources, and (b) continuously monitor the data and efficiently incorporate statistical evidence after collecting new data, while controlling the false alarm rate.
In this talk, I will talk about our recent work on using the principle of testing by betting and kernel methods for consistent sequential nonparametric independence testing. After discussing the necessary background on batch independence testing and highlighting the respective limitations, I will present our new test and interpret the results. Lastly, I will briefly discuss extensions to those settings, where batch independence tests fail, such as testing under non-i.i.d. time-varying settings.
Link: https://arxiv.org/abs/2212.07383",
3/29 (Wednesday),Chirag Gupta,Multi-group agnostic learning via sleeping experts and adaptive hedging ,"An agnostic learning algorithm finds a predictor that is competitive with the best predictor in a benchmark hypothesis class. However, the predictor might be quite sub-optimal for structured subgroups of individuals, such as protected demographic groups. The goal of multi-group agnostic learning is as follows: fixing some loss, a benchmark class H, and a collection of (potentially overlapping) subgroups G, learn a predictor such that the loss experienced by every group g ∈ G is not much larger than the best possible loss (within H) for g. The phrase ""multi-group agnostic PAC"" was conceived by Rothblum and Yona (2021), and my description above is almost directly from their abstract. 
 
Blum and Lykouris (2020) studied multi-group agnostic online learning for bounded decomposable losses. Their (surprising) finding is a single randomized strategy that controls regret on each group g simultaneously, at almost the same level that one would achieve by running separate strategies for each g. They do this via a reduction to the problem of 'sleeping' experts, which in turn can be solved using adaptive versions of the well-known Hedge algorithm. I will present the multi-group learning goal, make the reduction to sleeping experts, and (time permitting) discuss details of a specific adaptive hedging algorithm by Luo and Schapire (2015).  
  
Relevant papers: 
- Rothblum and Yona (2021) https://arxiv.org/abs/2105.09989 
- Blum and Lykouris (2020) https://arxiv.org/abs/1909.08375 
- Luo and Schapire (2015) https://arxiv.org/abs/1502.05934 ",
4/5 (Wednesday),Heejong Bong,High-dimensional Berry-Esseen Bound for m-Dependent Random Samples,"In this work, we provide a (n/m)−1/2-rate finite sample Berry-Esseen bound for m-dependent high-dimensional random vectors over the class of hyper-rectangles. This bound imposes minimal assumptions on the random vectors such as nondegenerate covariances and finite third moments. The proof uses inductive relationships between anti-concentration inequalities and Berry--Esseen bounds, which are inspired by the telescoping method of Chen and Shao (2004) and the recursion method of Kuchibhotla and Rinaldo (2020). Performing a dual induction based on the relationships, we obtain tight Berry-Esseen bounds for dependent samples. https://arxiv.org/abs/2212.05355",
04/10,Siddhaarth Sarkar,"A New Approach to Tests and Confidence Bands for 
Distribution Functions","This work introduces a new goodness-of-fit tests and corresponding confidence bands for distribution functions. The tests are inspired by multi-scale methods of testing and based on refined laws of the iterated logarithm for the normalized uniform empirical process.  The goodness-of-fit tests perform well in signal detection problems involving sparsity, which they demonstrate under certain classical hypothesis testing frameworks. The confidence bands provided are also an improvement over Berk-Jones statistic and the DKW inequality confidence bands in the tail regions. 

I will be discussing an earlier version of the paper (version 2: https://arxiv.org/abs/1402.2918v2) and connect it to the generalisations the current draft proposes. I will cover a brief outline of prior work, the proposed statistic and confidence band method and it's optimality properties. If time permits, I will present a brief outline of the proof for the theorems related to confidence bands. ",
04/17,Shubhanshu Shekar,"Sequential change detection via backward confidence sequences
","We present a simple reduction from sequential estimation to sequential changepoint detection (SCD). In short, suppose we are interested in detecting changepoints in some parameter or functional θ of the underlying distribution. We demonstrate that if we can construct a confidence sequence (CS) for θ, then we can also successfully perform SCD for θ. This is accomplished by checking if two CSs -- one forwards and the other backwards -- ever fail to intersect. Since the literature on CSs has been rapidly evolving recently, the reduction provided in this paper immediately solves several old and new change detection problems. Further, our ""backward CS"", constructed by reversing time, is new and potentially of independent interest. We provide strong nonasymptotic guarantees on the frequency of false alarms and detection delay, and demonstrate numerical effectiveness on several problems.
",
04/26 (Wednesday),Kayla Scharfstein,,,
05/01,James Carzon,Likelihood-free hypothesis testing,"Consider the problem of binary hypothesis testing Z ∼ P vs Z ∼ Q from m samples. Achieving a small error rate when P and Q are completely known is possible using the Neyman-Pearson test, for example. We consider a variation of the problem, which the authors call likelihood-free hypothesis testing, where access to P and Q (which are a priori only known to belong to a large non-parametric family) is given through iid samples from each. We discuss the minimax sample complexity of such a test, the proof of which borrows on the L^2 distance statistic of Ingster and the ""Ingster trick."" We discuss a fundamental trade-off between the size of the observed dataset Z and the size of the simulated datasets X ~ P and Y ~ Q.",
,,,,
,,,,
,,,,
Schedule (Fall 2022),,,,
Date,Presenter,Topic,Abstract,
09/20,Ruodu Wang (Waterloo),E-backtesting,"In the recent Basel Accords, the Expected Shortfall (ES) replaces the Value-at-Risk (VaR) as the standard risk measure for market risk in the banking sector, making it the most important risk measure in financial regulation. One of the most challenging tasks in risk modeling practice is to backtest ES forecasts provided by financial institutions. Ideally, backtesting should be done based only on daily realized portfolio losses without imposing specific models. We discuss how to use e-values and e-processes to backtest risk forecasts of VaR and ES, which can be naturally generalized to many other risk measures and statistical quantities.",
09/27,Tudor Manole,Minimax estimation of nonsmooth functionals,"I will recall some classical ideas (cf. [1]) for deriving minimax estimation rates for nonsmooth functionals, via polynomial approximation and moment matching. My emphasis will be on the problem of estimating the L^1 distance between discrete distributions (cf. [2]). We'll then see how these ideas can be used to derive minimax lower bounds for estimating the Wasserstein distance between arbitrary distributions (cf. [3]).",
10/04,Neil Xu,A regret-variance tradeoff in online learning,"The multiplicative weights algorithm [1] is a classic algorithm for prediction with expert advice, and has been applied in machine learning, economics, game theory etc. I will discuss a recent result that leverages multiplicative weights to derive a variance-adaptive regret bound [2].",
10/11,Nick Kissel,Asymptotics of cross-validation,"I will discuss and prove a CLT for V-fold cross-validated risk using stability conditions with Stein’s method and Slepian interpolation. Focus will be put on the CLT with a fixed center mentioned in Theorem 3 of Asymptotics of Cross-Validation with some slight modifications. Lastly, I'll comment on how this work can be extended into high-dimensions. ",
10/25,Kenta Takatsu,On nonparametric tests of positivity/monotonicity/convexity,"I will share a classical result on the minimax rate for testing qualitative hypotheses associated with a nonparametric regression function: if the function satisfies certain shape constraints such as monotonicity. The proposed test involves the estimation of the Lr distance between the regression function and the convex cone. The main technical focus will be on the derivation of lower bound, which resembles the classical method for nonsmooth functionals by Lepski et al. Although this is a spiritual follow-up to Tudor’s talk on nonsmooth functionals, the attendance to his talk is not required. ",
11/01,James Leiner,Assumption-lean inference for generalised linear model parameters (Vansteelandt and Dukes),"Inference for the parameters indexing generalised linear models is routinely based on the assumption that the model is correct and a priori specified. This is unsatisfactory because the chosen model is usually the result of a data-adaptive model selection process, which may induce excess uncertainty that is not usually acknowledged. Moreover, the assumptions encoded in the chosen model rarely represent some a priori known, ground truth, making standard inferences prone to bias, but also failing to give a pure reflection of the information that is contained in the data. Inspired by developments on assumption-free inference for so-called projection parameters, we here propose novel nonparametric definitions of main effect estimands and effect modification estimands. These reduce to standard main effect and effect modification parameters in generalised linear models when these models are correctly specified, but have the advantage that they continue to capture respectively the primary (conditional) association between two variables, or the degree to which two variables interact (in a statistical sense) in their effect on outcome, even when these models are misspecified. We achieve an assumption-lean inference for these estimands (and thus for the underlying regression parameters) by deriving their influence curve under the nonparametric model and invoking flexible data-adaptive (e.g., machine learning) procedures.",
11/08,Tianyu Zhang,Multivariate Nonparametric Regression by the Method of Sieves,"Sieve estimators, or estimation using orthogonal function series, is a classical nonparametric statistical learning strategy (starting from the 80s). It is believed to be a nice idea when the covariates/ predictors are of very low dimension. However, in multivariate cases (say covariate dimension = 5), the direct extension of sieve estimators is usually thought to be not fruitful due to its high computational burden. In this talk, I will discuss how to effectively apply sieve estimators under multivariate tensor product models (including the relationship between these nonparametric spaces and classical Sobolev spaces). The proposed estimators can partially avoid the curse of dimensionality (statistically and computationally) under the more restrictive but still ""interesting"" nonparametric models. Check https://arxiv.org/abs/2206.02994 for more details.",
11/15,YJ Choe,Efficient Incentive-Compatible Forecasting Competitions,"In this talk, I will review a selection of results from two recent papers on designing incentive-compatible forecasting competitions. I will first follow Witkowski et al. (2022)'s discussion on how deterministic (e.g., winner-take-all) forecasting competitions do not incentivize forecasters to report their predictions truthfully. I will then introduce their proposed stochastic alternative, called the Event Lotteries Forecasting Competition Mechanism (ELF), that is incentive-compatible. After that, I will go over Frongillo et al. (2021)'s proof that shows how ELF requires Θ(n log n) test events to select a near-optimal forecaster, where n is the number of forecasters in the competition. Time permitting, I will also briefly describe some of their other results, including an approximately incentive-compatible mechanism that can select an ε-optimal forecaster with just O(log n/ε^2) events and how it leads to the first no-regret algorithm for online prediction with non-myopic strategic experts.",
11/29,,,,
12/6,,,,
